Style Number,Shape,Carat Weight,Color,Clarity,Graded By,Cut Grade,Fluorescence,Culet,Depth,Table,Girdle,Polish,Symmetry,Measurements,Price
48679_37711,Asscher,1.2,I,VS2,GIA,Excellent,None,,70.8,63.0,Very Thick to Extr. Thick,Excellent,Very Good,5.72 x 5.45 x 3.86 mm,7877
A652-11_13198,Asscher,1.02,J,VS2,GIA,Excellent,None,,64.0,64.0,Thick to Thick,Very Good,Very Good,5.74 x 5.72 x 3.66 mm,6059
BN371-19_13198,Asscher,0.9,G,VVS1,GIA,Excellent,Faint,,66.8,63.0,Slightly Thick to Thick,Very Good,Excellent,5.30 x 5.29 x 3.53 mm,6572
AC1007_13865,Asscher,1.01,K,VS1,GIA,Excellent,None,,58.3,65.0,Medium to Slightly Thick,Very Good,Very Good,6.09 x 5.64 x 3.29 mm,5292
36915_21409,Asscher,1.2,G,VS1,GIA,Excellent,Medium,,69.7,63.0,Thin to Extr. Thick,Excellent,Very Good,5.77 x 5.60 x 3.90 mm,8145
BN-3101_68771,Asscher,1.42,I,VS1,IGI,Excellent,None,,69.8,62.0,Slightly Thick to Thick,Very Good,Very Good,6.05 x 5.93 x 4.14 mm,9711
63502_32541,Asscher,0.7,D,VS2,GIA,Excellent,None,,71.7,63.0,Slightly Thick to Very Thick,Excellent,Very Good,4.82 x 4.66 x 3.34 mm,3176
66904_32541,Asscher,0.9,D,VVS1,GIA,Excellent,Faint,,67.8,64.0,Thick to Very Thick,Excellent,Excellent,5.26 x 5.17 x 3.50 mm,5573
4846_124671,Asscher,1.01,E,VS1,GIA,Excellent,None,,68.2,67.0,Slightly Thick to Very Thick,Excellent,Very Good,5.44 x 5.29 x 3.61 mm,9999
27176_29708,Asscher,1.2,J,VS1,GIA,Excellent,Faint,None Pointed,71.9,67.0,Thick to Very Thick,Very Good,Very Good,5.71 x 5.69 x 4.09 mm,6433
63489_32541,Asscher,0.7,E,VVS2,GIA,Excellent,Medium,,69.7,64.0,Thick to Very Thick,Excellent,Very Good,4.77 x 4.63 x 3.23 mm,3379
D921A8_27853,Asscher,1.2,H,VS1,EGL,Excellent,None,,70.2,63.0,Slightly Thick to Thick,Excellent,Excellent,5.70 x 5.61 x 3.94 mm,6862
S835-1_13198,Asscher,1.01,J,VS1,GIA,Excellent,None,,63.3,71.0,Slightly Thick to Thick,Excellent,Very Good,5.68 x 5.68 x 3.60 mm,6280
S75021_23617,Asscher,1.1,I,SI1,GIA,Excellent,None,,68.4,71.0,Very Thick to Very Thick,Excellent,Very Good,5.63 x 5.54 x 3.79 mm,7537
W764-5_13198,Asscher,1.01,G,VVS2,GIA,Excellent,None,,66.6,64.0,Slightly Thick to Thick,Excellent,Very Good,5.58 x 5.53 x 3.68 mm,10038
T700TI_66819,Asscher,1.02,H,SI1,EGL,Excellent,None,,77.6,70.0,,Very Good,Good,5.39 x 5.26 x 4.08 mm,5217
A490-5_220,Asscher,0.96,K,SI1,GIA,Fair,None,Small,64.3,66.0,Slightly Thick to Thick,Very Good,Very Good,5.72 x 5.52 x 3.55 mm,3658
E7152_12098,Asscher,1.01,E,VS2,GIA,Excellent,None,,67.9,62.0,Thick to Thick,Excellent,Excellent,5.61 x 5.58 x 3.79 mm,9299
BS-4689_68771,Asscher,0.9,J,VVS1,GIA,Excellent,None,,68.0,64.0,Slightly Thick to Thick,Excellent,Good,5.44 x 5.22 x 3.55 mm,3572
25723_29708,Asscher,0.5,J,VS1,GIA,Excellent,Faint,None Pointed,65.8,65.0,Slightly Thick to Thick,Excellent,Very Good,4.45 x 4.41 x 2.90 mm,1313
GF1175_16424,Asscher,1.01,I,VS2,GIA,Fair,None,None,65.9,66.0,Thick to Very Thick,Very Good,Good,5.87 x 5.48 x 3.61 mm,7075
10296_75565,Asscher,1.19,J,VS2,EGL,Excellent,Medium,,59.8,67.0,Slightly Thick to Slightly Thick,Good,Good,6.30 x 6.12 x 3.66 mm,7374
MJ1724_74032,Asscher,1.0,H,VVS1,GIA,Excellent,None,,68.8,65.0,Thick to Very Thick,Very Good,Very Good,5.75 x 5.47 x 3.76 mm,6804
208554_116297,Asscher,1.5,J,SI1,GIA,Excellent,None,,71.6,65.0,Very Thick to Very Thick,Excellent,Excellent,6.19 x 5.94 x 4.25 mm,8834
25764_29708,Asscher,0.77,E,VS1,GIA,Excellent,Faint,None Pointed,68.3,64.0,Thick to Thick,Very Good,Excellent,4.96 x 4.95 x 3.38 mm,4503
27430_29708,Asscher,0.72,J,VVS2,GIA,Excellent,None,None Pointed,68.5,62.0,Thick to Thick,Excellent,Excellent,4.89 x 4.89 x 3.35 mm,2682
PK2122-311_54505,Asscher,1.16,H,VVS1,GIA,Good,None,NONE,61.0,62.0,Medium to Slightly Thick,Excellent,Very Good,6.31x6.02x3.67 mm,9474
27436_29708,Asscher,0.82,E,VS1,GIA,Excellent,None,None Pointed,68.2,61.0,Thick to Thick,Excellent,Very Good,5.15 x 5.12 x 3.49 mm,5044
BN375-49_13198,Asscher,0.91,D,IF,GIA,Excellent,Faint,,66.9,64.0,Slightly Thick to Thick,Excellent,Very Good,5.28 x 5.28 x 3.53 mm,8634
S73322_23617,Asscher,0.44,E,VVS1,GIA,Excellent,Faint,,69.7,62.0,Thick to Very Thick,Very Good,Very Good,4.22 x 4.16 x 2.90 mm,2198
D921A6_27853,Asscher,1.2,I,VS1,EGL,Excellent,,,69.9,64.0,,Excellent,Excellent,5.81 x 5.68 x 3.97 mm,6790
8928_75565,Asscher,1.0,G,VS1,GIA,Excellent,None,,68.0,61.0,Medium to Medium,Very Good,Good,5.72 x 5.47 x 3.72 mm,8663
2141509339_23514,Asscher,0.81,I,VVS2,GIA,Excellent,Faint,,72.3,74.0,,Good,Good,5.17 x 5.09 x 72.30 mm,6698
23418_66819,Asscher,1.22,G,VVS2,EGL,Excellent,None,,69.3,69.0,Medium to Medium,Excellent,Excellent,5.93 x 5.73 x 3.97 mm,7681
BN92-17_13198,Asscher,1.01,D,VS2,GIA,Excellent,None,,65.6,65.0,Medium to Medium,Excellent,Very Good,5.61 x 5.57 x 3.65 mm,10157
AJR-06108_61524,Asscher,0.53,E,VS2,GIA,Excellent,None,,68.3,66.0,Slightly Thick to Very Thick,Excellent,Very Good,4.49 x 4.37 x 2.98 mm,2422
BG953-8_220,Asscher,0.59,H,VVS2,GIA,Good,Faint,None,61.2,64.0,Medium to Slightly Thick,Very Good,Very Good,4.82 x 4.71 x 2.88 mm,2238
1018121_27853,Asscher,1.24,G,SI1,EGL,Excellent,Faint,,66.8,63.0,,Excellent,Excellent,6.03 x 5.96 x 3.98 mm,6849
BI-4_13198,Asscher,0.57,I,VVS2,GIA,Excellent,None,,65.9,64.0,Slightly Thick to Thick,Excellent,Excellent,4.61 x 4.51 x 2.97 mm,2073
DGD422A5_27853,Asscher,1.01,K,VVS1,GIA,Excellent,Strong,,70.2,65.0,Slightly Thick to Very Thick,Very Good,Very Good,5.46 x 5.25 x 3.69 mm,6436
BL50-17_13198,Asscher,1.03,F,VS2,GIA,Excellent,Faint,,69.4,60.0,Slightly Thick to Slightly Thick,Excellent,Very Good,5.67 x 5.66 x 3.93 mm,9530
BN293-26_13198,Asscher,0.78,G,VVS1,GIA,Excellent,None,,67.4,64.0,Slightly Thick to Very Thick,Excellent,Very Good,5.09 x 5.05 x 3.41 mm,4719
S75463_23617,Asscher,1.0,G,VS2,GIA,Excellent,None,,67.3,66.0,Very Thick to Very Thick,Excellent,Very Good,5.45 x 5.41 x 3.64 mm,10782
D322A10_27853,Asscher,1.2,I,VS1,EGL,Excellent,Faint,,70.5,67.0,,Excellent,Excellent,5.69 x 5.55 x 3.91 mm,6356
T908-3_13198,Asscher,1.01,J,VVS2,GIA,Excellent,None,,69.3,63.0,Slightly Thick to Thick,Excellent,Very Good,5.66 x 5.51 x 3.82 mm,6325
Q961_220,Asscher,1.02,F,SI1,GIA,Fair,None,None,63.3,66.0,Thick to Very Thick,Very Good,Excellent,5.55 x 5.48 x 3.47 mm,8101
AF707_71136,Asscher,1.04,F,SI2,GIA,Excellent,None,,64.1,70.0,,Very Good,Very Good,5.79 x 5.77 x 3.70 mm,8366
10396_75565,Asscher,1.0,E,SI2,GIA,Excellent,None,,68.4,62.0,Thick to Thick,Very Good,Very Good,5.52 x 5.51 x 3.77 mm,6267
96313_14152,Asscher,1.03,F,SI1,GIA,Excellent,None,,69.7,58.0,Slightly Thick to Thick,Very Good,Good,5.66 x 5.57 x 3.88 mm,8337
BN287-6_13198,Asscher,0.71,G,VVS1,GIA,Excellent,None,,66.5,63.0,Slightly Thick to Thick,Excellent,Excellent,4.97 x 4.88 x 3.25 mm,4295
27175_29708,Asscher,1.01,D,VVS2,GIA,Excellent,None,None Pointed,65.4,70.0,Medium to Thick,Excellent,Excellent,5.62 x 5.55 x 3.62 mm,9205
R21S448_68119,Asscher,0.95,I,VVS1,GIA,Excellent,None,,61.7,64.0,Very Thick to Very Thick,Very Good,Good,5.80 x 5.60 x 3.45 mm,6001
BS-5922_68771,Asscher,1.2,J,VVS2,GIA,Excellent,None,,69.7,64.0,Thick to Very Thick,Very Good,Very Good,5.76 x 5.73 x 4.00 mm,6230
BN-217_13198,Asscher,1.3,G,VS1,GIA,Excellent,None,,67.7,64.0,Very Thick to Very Thick,Excellent,Excellent,5.99 x 5.86 x 3.97 mm,13139
4037_50227,Asscher,1.0,F,IF,GIA,Excellent,Faint,,65.5,58.0,Medium to Slightly Thick,Excellent,Excellent,5.61 x 5.60 x 3.67 mm,11699
BI-29_13198,Asscher,0.89,G,VS2,GIA,Excellent,None,,71.3,65.0,Medium to Very Thick,Excellent,Very Good,5.16 x 5.13 x 3.65 mm,4934
G9930_77451,Asscher,0.63,F,VS1,GIA,Excellent,None,,70.3,66.0,Slightly Thick to Very Thick,Good,Good,5.02 x 4.61 x 3.24 mm,2933
D1021113_27853,Asscher,0.75,G,VS1,EGL,Excellent,None,,63.3,63.0,Thin to Medium,Excellent,Excellent,5.29 x 5.20 x 3.29 mm,3717
BN-5986_68771,Asscher,1.01,J,SI1,IGI,Excellent,VSL,,73.9,63.0,Slightly Thick to Thick,Very Good,Very Good,5.34 x 5.22 x 3.86 mm,3565
A485-10_13198,Asscher,1.06,J,VVS2,GIA,Excellent,None,,59.8,67.0,Very Thick to Very Thick,Very Good,Very Good,6.09 x 5.85 x 3.50 mm,7118
Y109-1_220,Asscher,1.07,H,VVS1,GIA,Fair,None,None,66.0,65.0,Slightly Thick to Thick,Excellent,Excellent,5.73 x 5.69 x 3.76 mm,10197
25807_29708,Asscher,0.9,D,VS2,GIA,Excellent,Faint,None Pointed,69.7,63.0,Thick to Very Thick,Excellent,Excellent,5.14 x 5.11 x 3.56 mm,5713
176023_63978,Asscher,0.9,H,IF,GIA,Excellent,None,,69.6,66.0,Slightly Thick to Thick,Good,Good,5.49 x 5.20 x 3.62 mm,7336
R18S2256_68119,Asscher,0.7,D,VVS2,GIA,Excellent,None,,70.6,75.0,Extr. Thin to Slightly Thick,Good,Good,5.06 x 4.99 x 3.53 mm,4775
2141509368_23514,Asscher,0.81,H,VS1,GIA,Excellent,None,,75.2,77.0,,Good,Very Good,5.01 x 4.94 x 75.20 mm,6894
DIA60133_40323,Asscher,0.71,E,VVS2,GIA,Excellent,Medium,None Pointed,67.6,67.0,Thick to Thick,Excellent,Excellent,5.06 x 4.82 x 3.26 mm,3198
E5384_12098,Asscher,1.01,F,VVS1,GIA,Excellent,None,,69.5,69.0,Medium to Medium,Good,Good,5.61 x 5.54 x 3.85 mm,10625
GL/YD2-1B-2-01_14255,Asscher,1.13,E,VVS2,GIA,Excellent,Medium,,68.4,63.0,Thick to Thick,Excellent,Very Good,5.75 x 5.67 x 3.88 mm,10545
63732_32541,Asscher,1.0,F,SI1,GIA,Excellent,None,,69.6,64.0,Medium to Slightly Thick,Excellent,Excellent,5.44 x 5.43 x 3.78 mm,5823
27437_29708,Asscher,0.71,E,VS2,GIA,Excellent,None,None Pointed,62.5,68.0,Slightly Thick to Thick,Excellent,Very Good,5.18 x 5.05 x 3.16 mm,3995
27944_29708,Asscher,1.24,I,VVS2,GIA,Excellent,None,None Pointed,68.6,65.0,Thick to Thick,Excellent,Very Good,5.88 x 5.78 x 3.96 mm,8703
LD22018243_NVD,Marquise,0.5,H,SI1,GIA,Fair,Faint,NON,65.0,61.0,Extremely Thick to Extremely Thick,Very Good,Very Good,7.58x4.08x2.65 mm,1462
250805_885,Marquise,0.21,F,SI2,GIA,Good,None,,58.7,65.0,Medium to Very Thick,Excellent,Very Good,8.31 x 5.44 x 3.74 mm,473
637599_NVD,Marquise,0.24,J,VVS1,GIA,Very Good,None,NON,62.8,58.0,Slightly Thick to Very Thick,Excellent,Very Good,6.21x3.3x2.08 mm,1036
LD21125111_NVD,Marquise,0.61,I,VS1,GIA,Good,None,NON,63.1,63.0,Extremely Thick to Extremely Thick,Very Good,Very Good,9.1x4.24x2.68 mm,2466
E07-22203_4953,Marquise,1.54,H,SI2,HRD,Fair,None,None,57.2,59.0,,Excellent,Very Good,11.81 x 5.93 x 3.39 mm,15565
K413-270002_NVD,Marquise,1.3,F,SI2,GIA,Fair,None,NON,56.8,62.0,STK-VTK to STK-VTK,Very Good,Excellent,11.25x5.77x3.28 mm,10378
351417_NVD,Marquise,0.2,I,VVS2,GIA,Good,None,NON,59.4,62.0,Medium to Very Thick,Very Good,Very Good,6.54x3.02x1.79 mm,739
A95-67_NVD,Marquise,2.18,G,VS2,GIA,Good,None,NON,59.2,62.0,STK-THK to STK-THK,Excellent,Excellent,13.28x7.01x4.15 mm,58638
22062_846,Marquise,0.52,J,VS2,GIA,Fair,None,None,66.2,62.0,Slightly Thick to Very Thick,Good,Good,7.77 x 4.18 x 2.76 mm,1356
BG988_220,Marquise,0.72,E,SI1,GIA,Fair,None,None,57.2,61.0,Thin to Thick,Excellent,Very Good,10.17 x 4.6 x 2.63 mm,4060
LD22047598_NVD,Marquise,0.63,D,VVS2,GIA,Fair,Very Strong,NON,57.4,64.0,Very Thick to Very Thick,Very Good,Very Good,9.2x4.46x2.56 mm,3663
LD23034784_NVD,Marquise,0.9,I,SI1,GIA,Very Good,Faint,NON,61.6,60.0,Thick to Thick,Excellent,Excellent,9.77x5.09x3.13 mm,5667
3212780073_NVD,Marquise,0.7,F,VS2,GIA,Good,Faint,NON,58.9,61.0,Medium to Medium,Excellent,Excellent,9.35x4.75x2.8 mm,4395
359926_486,Marquise,0.46,E,VS1,GIA,Fair,Medium,,64.0,66.0,Slightly Thick to Very Thick,Very Good,Good,7.41 x 4.09 x 2.62 mm,1279
172827_NVD,Marquise,0.25,K,SI1,GIA,Very Good,Medium,,62.9,59.0,THK - VTK to THK - VTK,Excellent,Very Good,6.32x3.29x2.07 mm,620
219381_885,Marquise,0.23,F,SI2,IGI,Good,None,None,76.3,56.5,Thick to Extremely Thick,Good,Good,8.31 x 5.44 x 3.74 mm,471
MQ100-0129_54505,Marquise,1.01,G,SI2,EGL,Good,None,,64.4,53.0,,Excellent,Excellent,10.08x5.22x3.36 mm,4721
CFE-122_220,Marquise,2.39,K,SI2,GIA,Good,None,None,63.0,62.0,Medium to Extremely Thick,Good,Good,12.97 x 6.95 x 4.38 mm,23163
Z525-18_220,Marquise,0.5,H,VVS1,GIA,Fair,None,None,66.4,62.0,Thin to Very Thick,Good,Good,7.08 x 4.24 x 2.82 mm,2183
24455_285,Marquise,1.0,K,SI1,GIA,Very Good,Faint,None,60.6,60.0,Thick to Very Thick,Excellent,Very Good,10.27 x 5.19 x 3.14 mm,4926
I111-7A_NVD,Marquise,0.81,H,VVS2,GIA,Very Good,None,,63.8,59.0,STK - THK to STK - THK,Excellent,Excellent,8.73x4.97x3.17 mm,6658
MQ21047_4953,Marquise,0.65,I,I1,GIA,Good,Medium,Medium,58.4,64.0,Thick to Extremely Thick,Good,Good,8.46 x 4.6 x 2.69 mm,1643
VV123_45,Marquise,3.0,D,VS1,GIA,Very Good,None,Very Small,63.0,60.0,Thick to Extremely Thick,Good,Good,14.97 x 7.65 x 4.82 mm,126446
BG323-1_220,Marquise,1.02,J,VS2,GIA,Good,None,Small,59.8,64.0,Slightly Thick to Very Thick,Very Good,Very Good,9.74 x 5.36 x 3.2 mm,6236
LD22024974_NVD,Marquise,1.01,J,SI2,GIA,Good,None,NON,58.3,59.0,Very Thick to Very Thick,Very Good,Very Good,10.27x5.22x3.04 mm,4442
LD22023727_NVD,Marquise,0.8,G,VS1,GIA,Fair,Strong,NON,57.0,58.0,Extremely Thick to Extremely Thick,Very Good,Very Good,9.71x4.96x2.83 mm,6227
LD23032043_NVD,Marquise,0.5,D,VVS2,GIA,Good,None,NON,62.2,61.0,Very Thick to Very Thick,Very Good,Very Good,7.74x4.2x2.61 mm,3266
MQ26671_4953,Marquise,1.51,D,SI1,GIA,Good,None,None,64.5,55.0,Thin to Very Thick,Excellent,Very Good,11.23 x 5.91 x 3.81 mm,27373
K101-269005_NVD,Marquise,3.01,E,VVS2,GIA,Fair,Faint,NON,64.6,56.0,MED-VTK to MED-VTK,Excellent,Excellent,15.4x7.12x4.6 mm,130980
X1A-5_284,Marquise,0.62,F,SI3,None,Good,None,None,64.5,58.0,Medium to Slightly Thick,Good,Very Good,7.58 x 4.7 x 3.03 mm,1366
MQ22121061B_NVD,Marquise,0.5,D,VS2,GIA,Good,None,,58.8,62.0,undefined to undefined,Excellent,Very Good,8.61x4.1x2.41 mm,2597
Z810-2_220,Marquise,0.5,J,VVS2,GIA,Good,None,None,60.4,62.0,Slightly Thick to Very Thick,Excellent,Very Good,8.22 x 4.11 x 2.48 mm,1649
604174_NVD,Marquise,0.19,G,VS2,GIA,Excellent,None,NON,62.7,57.0,Medium to Very Thick,Very Good,Very Good,6.24x2.92x1.83 mm,739
J304-266051_NVD,Marquise,1.7,G,VVS1,GIA,Good,None,NON,63.0,64.0,MED-ETK to MED-ETK,Excellent,Very Good,11.92x6.12x3.86 mm,38829
BG234-1_220,Marquise,0.4,J,VS1,GIA,Fair,Faint,None,65.6,62.0,Medium to Very Thick,Excellent,Very Good,7.26 x 3.8 x 2.49 mm,1114
2352451_486,Marquise,0.5,E,VS1,GIA,Good,None,,63.3,62.0,Thin to Very Thick,Very Good,Very Good,7.69 x 4.12 x 2.61 mm,2414
2378933_486,Marquise,0.5,D,VVS2,GIA,Good,Faint,,61.9,61.0,Thin to Thick,Excellent,Very Good,8.24 x 4.2 x 2.6 mm,3100
A89-2_NVD,Marquise,0.55,D,IF,GIA,Ideal,None,NON,60.5,55.0,MED-VTK to MED-VTK,Very Good,Very Good,8.24x4.42x2.67 mm,4152
561865_885,Marquise,0.24,D,SI2,GIA,Very Good,Faint,,63.7,60.0,Slightly Thick to Very Thick,Excellent,Very Good,8.31 x 5.44 x 3.74 mm,692
R6622_1159,Marquise,0.71,J,SI2,GIA,Good,Strong,None,63.0,51.0,,Good,Very Good,9.03 x 4.7 x 2.96 mm,2194
LD230310168_NVD,Marquise,0.78,J,SI1,GIA,Good,None,NON,64.5,62.0,Very Thick to Very Thick,Very Good,Very Good,9.33x4.7x3.03 mm,3313
653417_885,Marquise,0.29,J,VS2,IGI,Very Good,Faint,,62.6,62.5,,Very Good,Very Good,8.31 x 5.44 x 3.74 mm,579
464694_NVD,Marquise,0.41,K,SI1,GIA,Good,Medium,,62.2,61.0,STK - VTK to STK - VTK,Very Good,Very Good,7.42x3.93x2.44 mm,991
K407-269603_NVD,Marquise,1.2,I,SI2,GIA,Good,None,NON,58.3,60.0,MED-VTK to MED-VTK,Very Good,Very Good,11.5x5.38x3.14 mm,8458
92021_NVD,Marquise,0.5,E,I1,GIA,Very Good,None,NON,58.5,55.0,FACETED to FACETED,Very Good,Very Good,8.58x4.19x2.45 mm,1333
MQ24531_4953,Marquise,0.5,D,I1,GIA,Good,None,None,59.2,61.0,Medium to Extremely Thick,Very Good,Good,9.02 x 4.02 x 2.38 mm,1226
24494_285,Marquise,0.54,I,VS1,GIA,Good,None,None,60.3,62.0,Medium to Thick,Very Good,Very Good,8.24 x 4.36 x 2.63 mm,1910
2365203_486,Marquise,0.6,D,SI2,GIA,Fair,None,,64.6,54.0,Medium to Thick,Very Good,Very Good,8.72 x 4.32 x 2.79 mm,1954
153H-45-A_NVD,Marquise,0.5,G,IF,GIA,Ideal,Faint,,60.5,57.0,STK - VTK to STK - VTK,Excellent,Excellent,7.83x4.2x2.54 mm,3038
130709_NVD,Marquise,0.73,F,SI2,GIA,Good,None,,64.2,59.0,MED - VTK to MED - VTK,Excellent,Very Good,8.33x4.77x3.06 mm,3329
FF61_45,Marquise,1.0,F,VVS2,GIA,Good,None,None,61.8,65.0,Thin to Medium,Very Good,Good,8.75 x 5.58 x 3.45 mm,11550
537766_NVD,Marquise,0.24,F,VS2,GIA,Good,None,,64.1,58.0,STK - VTK to STK - VTK,Very Good,Very Good,6.27x3.22x2.06 mm,1011
A95-277_NVD,Marquise,0.6,F,VS1,GIA,Very Good,Medium,NON,63.3,56.0,STK-VTK to STK-VTK,Excellent,Very Good,8.21x4.42x2.8 mm,2835
K140-273995_NVD,Marquise,1.7,I,VVS1,GIA,Very Good,None,NON,61.4,58.0,MED-THK to MED-THK,Excellent,Excellent,12.96x6.05x3.72 mm,29297
ALD13012221_NVD,Marquise,1.01,J,SI2,GIA,Good,None,NON,60.8,61.0,Very Thick to Very Thick,Excellent,Very Good,10.32x5.23x3.18 mm,5696
K424-273072_NVD,Marquise,0.9,H,VVS1,GIA,Good,None,NON,58.0,58.0,THK-VTK to THK-VTK,Excellent,Very Good,10.74x4.9x2.84 mm,6712
LD23032187_NVD,Marquise,0.5,D,VVS1,GIA,Fair,Medium,NON,57.4,60.0,Very Thick to Very Thick,Very Good,Very Good,7.99x4.34x2.49 mm,2932
U881-2_220,Marquise,0.86,E,I1,GIA,Fair,None,None,65.4,59.0,Thin to Very Thick,Good,Good,9.97 x 4.71 x 3.08 mm,3311
406G-87-A_NVD,Marquise,0.5,D,SI1,GIA,Very Good,None,,63.2,56.0,STK - ETK to STK - ETK,Excellent,Very Good,7.99x4.16x2.63 mm,2051
B116-8_220,Marquise,0.69,H,VS1,GIA,Fair,None,Very Small,66.3,60.0,Very Thin to Extremely Thick,Good,Good,8.06 x 4.67 x 3.1 mm,2664
LD21124753_NVD,Marquise,0.7,H,VS1,GIA,Good,Medium,NON,60.5,62.0,Extremely Thick to Extremely Thick,Very Good,Very Good,9.4x4.51x2.73 mm,4091
GR-5F_NVD,Marquise,0.7,H,VS2,GIA,Very Good,Faint,NON,63.4,60.0,Medium to Thick,Excellent,Excellent,9.45x4.58x2.9 mm,4271
LD22052358_NVD,Marquise,0.62,H,SI1,GIA,Fair,Medium,NON,64.8,60.0,Very Thick to Very Thick,Very Good,Very Good,8.17x4.45x2.88 mm,2206
SAGAR1491_11938,Marquise,0.46,E,SI1,None,Fair,None,,66.6,55.0,,Good,Good,6.89 x 4.08 x 2.7 mm,1003
K167-277808_NVD,Marquise,1.01,D,VS1,GIA,Very Good,None,NON,59.2,58.0,MED-STK to MED-STK,Very Good,Very Good,10.43x5.35x3.17 mm,14808
RG164767_8935,Marquise,0.52,G,VS2,GIA,Very Good,None,None,63.0,57.0,Slightly Thick to Extremely Thick,Good,Good,7.83 x 4.19 x 2.64 mm,2037
6290_201,Marquise,0.45,I,SI1,AGI,Very Good,,None,,,,Very Good,Very Good,8.44 x 4.14 x 2.24 mm,992
236C-23-A_NVD,Marquise,1.02,F,SI2,GIA,Good,None,NON,61.4,62.0,MED - THK to MED - THK,Excellent,Very Good,10.75x5.27x3.24 mm,7246
811773_NVD,Marquise,0.18,G,VS1,GIA,Fair,None,NON,66.1,57.0,THK - ETK to THK - ETK,Very Good,Very Good,5.52x2.92x1.93 mm,670
LD22017842_NVD,Marquise,0.4,D,VS1,GIA,Fair,Strong,NON,65.8,55.0,Very Thick to Very Thick,Very Good,Very Good,7.39x3.76x2.47 mm,1675
LD22052005_NVD,Marquise,1.0,G,SI2,GIA,Good,None,NON,58.4,60.0,Extremely Thick to Extremely Thick,Very Good,Very Good,9.86x5.37x3.14 mm,5186
GM-2658_54505,Marquise,0.41,E,SI1,GIA,Fair,Medium,NONE,59.4,66.0,Medium to Very Thick,Good,Good,8.69x3.69x2.19 mm,1061
332441_885,Marquise,0.21,J,VS1,GIA,Good,Faint,,57.6,63.0,Thick to Very Thick,Good,Good,8.31 x 5.44 x 3.74 mm,425
LD22047745_NVD,Marquise,0.73,D,VS2,GIA,Good,Faint,NON,62.8,61.0,Slightly Thick to Slightly Thick,Very Good,Very Good,8.83x4.83x3.03 mm,5184
LD22052293_NVD,Marquise,0.8,D,SI1,GIA,Fair,Faint,NON,57.3,61.0,Very Thick to Very Thick,Very Good,Very Good,9.21x4.97x2.85 mm,5576
674609_NVD,Marquise,0.27,D,SI2,GIA,Good,Medium,,61.8,62.0,STK - VTK to STK - VTK,Excellent,Very Good,6.5x3.44x2.13 mm,891
428714_NVD,Marquise,0.31,F,SI1,GIA,Good,None,,64.4,58.0,STK - VTK to STK - VTK,Excellent,Very Good,6.64x3.54x2.28 mm,1091
RG159827_NVD,Marquise,2.0,J,VS2,GIA,Ideal,Medium,,60.1,57.0,STK - VTK to STK - VTK,Excellent,Excellent,11.91x6.88x4.13 mm,27669
BG817-6_220,Marquise,2.59,K,SI1,GIA,Fair,None,Very Small,65.1,57.0,Medium to Very Thick,Very Good,Good,12.8 x 7.29 x 4.75 mm,32308
2226016_486,Marquise,0.42,D,VVS1,GIA,Very Good,None,,58.7,59.0,Slightly Thick to Thick,Excellent,Very Good,7.52 x 4.0 x 2.35 mm,2622
Q664-2_220,Marquise,0.9,D,I1,GIA,Fair,Faint,None,66.8,55.0,Slightly Thick to Extremely Thick,Very Good,Good,9.93 x 4.76 x 3.18 mm,4587
J299-264317_NVD,Marquise,0.73,H,VVS1,GIA,Good,None,NON,60.0,64.0,STK-VTK to STK-VTK,Excellent,Excellent,9.79x4.62x2.77 mm,4163
BG572-2_220,Marquise,0.56,H,VS1,GIA,Good,None,None,62.3,63.0,Slightly Thick to Extremely Thick,Good,Good,7.64 x 4.42 x 2.75 mm,2121
LD22048851_NVD,Marquise,0.72,F,SI1,GIA,Good,None,NON,58.7,61.0,Thick to Thick,Very Good,Very Good,8.97x4.86x2.85 mm,4452
899236_NVD,Marquise,0.31,F,SI2,GIA,Excellent,None,NON,60.8,54.0,MED - VTK to MED - VTK,Excellent,Very Good,6.91x3.58x2.18 mm,1051
RG175710_NVD,Marquise,0.5,E,VS2,GIA,Excellent,None,,60.7,54.0,STK - ETK to STK - ETK,Excellent,Very Good,7.61x4.3x2.61 mm,2514
584-2167_NVD,Marquise,0.7,D,VS2,GIA,Very Good,Strong,NON,61.6,60.0,THK-ETK to THK-ETK,Excellent,Very Good,8.72x4.61x2.84 mm,4034
F1305_NVD,Marquise,0.5,F,SI1,GIA,Excellent,None,,62.6,56.0,null to null,Very Good,Very Good,8.19x4.04x2.53 mm,2444
102137378_15713,Marquise,4.31,E,VS2,GIA,Good,Faint,None,64.5,58.0,Medium to Very Thick,Excellent,Very Good,17.7 x 7.92 x 5.11 mm,230018
19637_285,Marquise,0.71,J,VVS2,GIA,Fair,Faint,None,57.4,57.0,Medium to Thick,Excellent,Very Good,8.88 x 4.85 x 2.79 mm,3157
293795_885,Marquise,0.28,J,VS2,IGI,Very Good,VSL,,,55.0,Medium to Slightly Thick,Good,Good,8.31 x 5.44 x 3.74 mm,579
RG175116_NVD,Marquise,0.53,E,VVS1,GIA,Very Good,Strong,,63.5,56.0,STK - VTK to STK - VTK,Excellent,Very Good,7.89x4.22x2.68 mm,2392
