Style Number,Shape,Carat Weight,Color,Clarity,Graded By,Cut Grade,Fluorescence,Culet,Depth,Table,Girdle,Polish,Symmetry,Measurements,Price
25686_285,Emerald,0.5,D,VS1,GIA,Fair,Medium,None,65.6,64.0,,Excellent,Very Good,5.26 x 3.84 x 2.52 mm,1637
91692_4620,Emerald,0.5,H,VS2,GIA,Excellent,None,,70.4,71.0,Slightly Thick to Thick,Excellent,Very Good,5.32 x 3.70 x 2.60 mm,1945
151103OTC1_67216,Emerald,0.33,F,I1,GIA,Excellent,None,,64.3,66.0,Medium to Thick,Good,Good,4.77 x 3.43 x 2.21 mm,588
GIA 21022_12794,Emerald,0.33,J,VS2,GIA,Excellent,Medium,,67.0,60.0,Slightly Thick to Thick,Very Good,Good,4.74 x 3.26 x 2.19 mm,773
177851_55110,Emerald,0.57,E,VVS2,GIA,Excellent,None,,72.6,75.0,Extr. Thin to Extr. Thick,Very Good,Good,5.28 x 3.98 x 2.89 mm,2069
SD636EWBA_56539,Emerald,0.2,I,VS2,GIA,Excellent,None,,65.8,77.0,Thick to Slightly Thick,Good,Fair,4.67 x 2.69 x 1.77 mm,507
M795_1159,Emerald,0.5,E,I1,GIA,Good,None,None,61.1,64.0,Very Thick to Extremely Thick,Very Good,Very Good,3.93 x 5.13 x 2.4 mm,1149
00078_80451,Emerald,0.39,J,VS1,GIA,Excellent,None,,74.4,76.0,,Good,Good,4.66 x 3.48 x 2.58 mm,1062
EM-J1398A_NVD,Emerald,0.52,E,I1,GIA,Fair,None,NON,66.2,65.0,null to null,Excellent,Very Good,5.43x3.92x2.6 mm,1523
92475_4620,Emerald,0.43,H,VS2,GIA,Excellent,None,,65.8,61.0,Medium to Slightly Thick,Very Good,Good,5.01 x 3.71 x 2.44 mm,1322
24776_29708,Emerald,0.5,F,VS2,GIA,Excellent,None,None Pointed,62.0,66.0,Slightly Thick to Thick,Excellent,Good,5.29 x 4.00 x 2.48 mm,1835
N0081894AB_92506,Emerald,0.8,J,VS2,GIA,Excellent,None,,70.0,65.0,Slightly Thick to Thick,Very Good,Very Good,6.19 x 4.34 x 3.04 mm,2011
BL97-21_13198,Emerald,0.4,H,VS1,GIA,Excellent,None,,60.9,65.0,Thick to Very Thick,Excellent,Very Good,4.98 x 3.67 x 2.24 mm,1247
J493-237048_NVD,Emerald,0.43,G,VVS1,GIA,Fair,None,NON,61.4,67.0,MED-THK to MED-THK,Excellent,Very Good,5.95x3.38x2.07 mm,1418
59-54604/01_67680,Emerald,0.41,E,VS1,GIA,Excellent,None,,60.6,68.0,Slightly Thick to Thick,Good,Good,4.99 x 3.69 x 2.23 mm,1315
C020_42633,Emerald,0.42,G,SI2,EGL,Excellent,,,,,,Excellent,Excellent,4.73 x 3.65 x 2.58 mm,1074
30EM_31175,Emerald,0.43,G,VVS2,GIA,Excellent,None,,62.5,58.0,Medium to Very Thick,Very Good,Very Good,5.12 x 3.74 x 2.34 mm,1652
23596_29708,Emerald,0.5,K,VS1,GIA,Excellent,Faint,None Pointed,66.9,65.0,Thick to Very Thick,Very Good,Very Good,5.23 x 3.95 x 2.64 mm,1124
110_42633,Emerald,0.35,G,VS1,EGL,Excellent,,,,,,Excellent,Excellent,4.86 x 3.40 x 2.20 mm,1353
7788_43543,Emerald,0.5,H,IF,GIA,Excellent,None,,65.1,65.0,Thin to Thin,Excellent,Good,5.49 x 3.99 x 2.60 mm,1967
5R017_109001,Emerald,0.5,E,VS2,GIA,Excellent,None,,68.9,69.0,Thick to Very Thick,Excellent,Very Good,5.05 x 3.86 x 2.66 mm,1715
24738_29708,Emerald,0.33,D,SI1,GIA,Excellent,None,None Pointed,59.9,73.0,Medium to Very Thick,Very Good,Very Good,4.93 x 3.42 x 2.05 mm,903
BL97-18_13198,Emerald,0.42,G,VVS1,GIA,Excellent,None,,64.4,66.0,Thick to Very Thick,Excellent,Very Good,4.99 x 3.68 x 2.37 mm,1638
542900_NVD,Emerald,0.36,I,VVS1,GIA,Good,Faint,NON,61.4,61.0,Thick to Very Thick,Excellent,Very Good,4.87x3.66x2.24 mm,1150
C821_42633,Emerald,0.42,D,VVS2,GIA,Excellent,None,,66.7,65.0,Thick to Very Thick,Very Good,Very Good,5.17 x 3.61 x 2.41 mm,1731
24716_29708,Emerald,0.38,F,SI1,GIA,Excellent,Faint,None Pointed,68.3,71.0,Thick to Very Thick,Very Good,Very Good,4.75 x 3.48 x 2.38 mm,918
LD22030827_NVD,Emerald,0.62,K,VS2,GIA,Fair,None,NON,64.9,61.0,Thick to Thick,Very Good,Very Good,5.72x4.19x2.71 mm,1574
OSSE-01040_92506,Emerald,0.4,G,VVS2,GIA,Excellent,None,,71.3,63.0,Thick to Very Thick,Very Good,Good,4.58 x 3.46 x 2.47 mm,968
8727-338151_917,Emerald,0.47,F,VS1,GIA,Good,None,None,64.4,64.0,,Very Good,Very Good,5.15 x 3.82 x 2.46 mm,1218
GIA 21382_12794,Emerald,0.51,J,VS2,GIA,Excellent,None,,68.4,63.0,Slightly Thick to Very Thick,Very Good,Very Good,5.53 x 3.74 x 2.56 mm,1438
23716_29708,Emerald,0.46,E,VS1,GIA,Excellent,Faint,None Pointed,65.5,64.0,Thin to Thick,Excellent,Very Good,5.09 x 3.77 x 2.47 mm,1575
SG2570_98109,Emerald,0.3,I,VVS1,GIA,Excellent,None,,61.6,62.0,Thick to Thick,Excellent,Very Good,4.75 x 3.20 x 1.97 mm,1040
9-20-22/01_67680,Emerald,0.5,E,SI1,GIA,Excellent,None,,65.2,61.0,Slightly Thick to Thick,Very Good,Good,5.60 x 3.75 x 2.45 mm,1743
89H2-15A1_1648,Emerald,0.47,J,VVS2,IGI,Very Good,Strong,Large,67.1,66.0,,Very Good,Very Good,5.12 x 3.8 x 2.55 mm,875
25667_29708,Emerald,0.5,H,VS2,GIA,Excellent,None,None Pointed,63.8,68.0,Thick to Thick,Very Good,Good,5.19 x 3.90 x 2.49 mm,1551
2313551_486,Emerald,0.33,E,VVS1,GIA,Good,None,,62.0,65.0,,Excellent,Very Good,4.77 x 3.29 x 2.04 mm,1437
SG3026_98109,Emerald,0.4,E,VVS2,GIA,Excellent,None,,64.6,61.0,Medium to Slightly Thick,Very Good,Very Good,5.28 x 3.52 x 2.27 mm,1693
753-6750/SB_55971,Emerald,0.6,K,VVS2,GIA,Excellent,None,,73.4,75.0,Extr. Thin to Extr. Thin,Very Good,Good,5.25 x 4.21 x 3.09 mm,1631
23603_29708,Emerald,0.61,J,VS1,GIA,Excellent,Faint,None Pointed,65.7,63.0,Slightly Thick to Thick,Excellent,Very Good,5.77 x 4.16 x 2.73 mm,1835
042_42633,Emerald,0.48,F,VS2,GIA,Excellent,None,,63.3,78.0,Medium to Medium,Very Good,Good,5.15 x 4.17 x 2.64 mm,2017
3004150_86907,Emerald,0.51,F,VS1,GIA,Excellent,None,,66.2,66.0,Medium to Thick,Excellent,Excellent,5.33 x 3.79 x 2.51 mm,2076
E43276-20_42875,Emerald,0.5,I,VS2,GIA,Excellent,Medium,,65.3,61.0,Thick to Very Thick,Excellent,Good,5.69 x 3.63 x 2.37 mm,1627
EC-17673_30838,Emerald,0.5,E,VS2,GIA,Excellent,None,,69.9,76.0,Very Thin to Very Thick,Very Good,Good,5.29 x 3.83 x 2.67 mm,1670
SG2677_98109,Emerald,0.4,E,VVS1,GIA,Excellent,None,,67.8,67.0,Medium to Slightly Thick,Excellent,Very Good,5.31 x 3.56 x 2.41 mm,1871
46922_37711,Emerald,0.34,H,VVS2,GIA,Excellent,Medium,,65.4,66.0,Slightly Thick to Thick,Excellent,Very Good,4.84 x 3.34 x 2.19 mm,1105
E45107-08_42875,Emerald,0.5,G,VS1,GIA,Excellent,None,,67.7,69.0,Medium to Slightly Thick,Excellent,Very Good,5.44 x 3.88 x 2.63 mm,1988
GIA 23044_12794,Emerald,0.56,K,VS1,GIA,Excellent,None,,63.5,64.0,Medium to Thick,Excellent,Very Good,5.57 x 4.05 x 2.58 mm,1415
5R039_109001,Emerald,0.55,G,VS2,GIA,Excellent,None,,65.2,63.0,Thick to Very Thick,Excellent,Very Good,5.26 x 3.90 x 2.54 mm,1912
N0073875ABA_92506,Emerald,0.77,J,VVS2,GIA,Excellent,None,,71.5,61.0,Very Thick to Very Thick,Excellent,Excellent,5.72 x 4.33 x 3.10 mm,1906
170122_19235,Emerald,0.51,E,SI1,GIA,Excellent,None,,61.6,54.0,Thick to Thick,Very Good,Good,6.16 x 3.83 x 2.36 mm,1307
N0066595_92506,Emerald,0.33,J,VVS1,GIA,Excellent,Faint,,65.5,63.0,Slightly Thick to Thick,Excellent,Very Good,4.61 x 3.31 x 2.17 mm,584
LD21067215_NVD,Emerald,0.5,K,VVS2,GIA,Fair,None,NON,65.8,67.0,Very Thick to Very Thick,Very Good,Very Good,5.34x3.74x2.46 mm,1294
R21S3873_68119,Emerald,0.47,H,VS2,GIA,Excellent,None,,78.9,72.0,Very Thin to Extr. Thick,Very Good,Good,5.00 x 3.57 x 2.81 mm,1131
BG995-8_13198,Emerald,0.32,I,IF,GIA,Excellent,None,,66.9,63.0,Thin to Medium,Excellent,Very Good,4.81 x 3.28 x 2.20 mm,1077
BL97-22_13198,Emerald,0.41,E,VS2,GIA,Excellent,Faint,,64.0,65.0,Slightly Thick to Very Thick,Very Good,Very Good,4.93 x 3.64 x 2.33 mm,1407
S70143_23617,Emerald,0.31,E,VVS2,GIA,Excellent,None,,70.1,78.0,Extr. Thin to Medium,Good,Very Good,4.46 x 3.31 x 2.32 mm,1411
24741_29708,Emerald,0.39,D,VS1,GIA,Excellent,None,None Pointed,69.4,63.0,Medium to Slightly Thick,Excellent,Very Good,4.76 x 3.51 x 2.44 mm,1186
E43762-13_42875,Emerald,0.54,I,VS1,GIA,Excellent,None,,63.8,69.0,Medium to Very Thick,Very Good,Very Good,6.10 x 3.92 x 2.50 mm,1946
9-7-22/21_67680,Emerald,0.5,G,SI1,GIA,Excellent,None,,62.4,64.0,Medium to Slightly Thick,Very Good,Very Good,5.31 x 3.86 x 2.41 mm,1731
ADD-0422_61524,Emerald,0.51,J,VS1,GIA,Excellent,None,,69.6,77.0,Thin to Thick,Very Good,Good,5.25 x 4.01 x 2.79 mm,1437
N0235617_92506,Emerald,0.7,K,VS1,GIA,Excellent,Faint,,64.7,70.0,Medium to Slightly Thick,Excellent,Excellent,5.95 x 4.32 x 2.80 mm,1524
51671_37711,Emerald,0.4,F,VVS1,GIA,Excellent,None,,64.3,66.0,Medium to Medium,Very Good,Very Good,5.52 x 3.44 x 2.21 mm,1564
BR-0.49_20841,Emerald,0.49,E,VVS1,GIA,Excellent,Faint,,79.8,74.0,Extr. Thick to Extr. Thick,Good,Good,5.15 x 3.65 x 2.91 mm,1896
24785_285,Emerald,0.5,D,VS2,GIA,Good,Faint,None,64.0,62.0,,Very Good,Very Good,5.3 x 3.92 x 2.51 mm,1838
BL97-25_13198,Emerald,0.46,H,VVS1,GIA,Excellent,None,,64.4,64.0,Slightly Thick to Very Thick,Excellent,Very Good,5.42 x 3.73 x 2.40 mm,1650
269926_NVD,Emerald,0.68,F,I1,GIA,Very Good,None,NON,63.4,56.0,VTK - VTK to VTK - VTK,Excellent,Very Good,6.17x4.29x2.72 mm,1985
24724_29708,Emerald,0.38,F,VVS1,GIA,Excellent,Faint,None Pointed,64.9,58.0,Thick to Very Thick,Very Good,Good,4.71 x 3.55 x 2.30 mm,1126
25687_29708,Emerald,0.52,D,VS1,GIA,Excellent,Medium,None Pointed,68.4,63.0,Thick to Very Thick,Very Good,Very Good,5.25 x 3.88 x 2.65 mm,1817
SG2639_98109,Emerald,0.3,H,VVS1,GIA,Excellent,Faint,,64.8,65.0,Medium to Slightly Thick,Excellent,Very Good,4.68 x 3.22 x 2.09 mm,1040
S307348fs_13659,Emerald,0.48,F,SI1,GIA,Excellent,None,,66.6,74.0,Extr. Thin to Very Thick,Very Good,Good,5.05 x 3.95 x 2.63 mm,1230
LG-175_15326,Emerald,0.63,K,VVS1,GIA,Fair,Faint,None,65.1,59.0,Thick to Very Thick,Excellent,Excellent,5.72 x 4.08 x 2.66 mm,1618
ECH115_35190,Emerald,0.61,J,VS2,GIA,Excellent,None,,77.3,72.0,Very Thick to Extr. Thick,Good,Good,4.87 x 4.28 x 4.28 mm,1713
10K1-55A1_1648,Emerald,0.26,H,VVS1,IGI,Very Good,None,Large,67.3,64.0,Medium to Slightly Thick,Very Good,Very Good,4.32 x 3.15 x 2.12 mm,626
B31-570_NVD,Emerald,0.41,D,VVS1,GIA,Fair,None,NON,64.2,66.0,THK-VTK to THK-VTK,Very Good,Very Good,5.15x3.47x2.23 mm,1723
I124-139A_NVD,Emerald,0.58,I,VVS2,GIA,Fair,None,,65.6,62.0,THK - VTK to THK - VTK,Excellent,Very Good,5.7x3.85x2.53 mm,1663
N0154949A_32457,Emerald,0.7,K,VVS1,GIA,Excellent,None,,66.8,67.0,Medium to Medium,Excellent,Excellent,5.84 x 4.28 x 2.86 mm,1975
N0163287_92506,Emerald,0.7,I,SI1,GIA,Excellent,Faint,,67.2,67.0,Thick to Thick,Excellent,Very Good,5.81 x 4.24 x 2.85 mm,1657
GIA 22625_12794,Emerald,0.5,G,VS2,GIA,Excellent,Medium,,68.9,63.0,Thick to Very Thick,Excellent,Good,5.17 x 3.74 x 2.58 mm,1863
L5120_1159,Emerald,0.51,K,SI1,GIA,Good,None,None,64.5,63.0,Thick to Very Thick,Good,Fair,3.58 x 5.85 x 2.31 mm,920
EDG1243837Z_13663,Emerald,0.58,G,SI2,GIA,Excellent,None,,66.5,77.0,Extr. Thin to Thin,Good,Good,5.74 x 3.97 x 2.64 mm,1429
Z14-6_13198,Emerald,0.5,D,SI1,GIA,Excellent,None,,62.2,69.0,Thick to Very Thick,Excellent,Very Good,5.47 x 3.85 x 2.40 mm,1922
SG2863_98109,Emerald,0.43,I,VVS1,GIA,Excellent,None,,66.6,63.0,Thick to Very Thick,Excellent,Excellent,5.22 x 3.52 x 2.34 mm,1629
394A-71-A_NVD,Emerald,0.6,D,SI1,GIA,Fair,None,NON,67.0,63.0,THK - VTK to THK - VTK,Excellent,Very Good,5.61x4.01x2.69 mm,1904
161205_19235,Emerald,0.52,F,VVS1,GIA,Excellent,None,,59.3,71.0,Extr. Thin to Medium,Very Good,Good,5.29 x 4.37 x 2.59 mm,1853
BG761-3_220,Emerald,0.5,F,SI2,GIA,Fair,Faint,None,66.2,66.0,Slightly Thick to Very Thick,Excellent,Very Good,5.66 x 3.7 x 2.45 mm,1364
EC-17675_30838,Emerald,0.52,F,SI1,GIA,Excellent,None,,75.4,76.0,Thin to Slightly Thick,Very Good,Good,5.13 x 3.89 x 2.93 mm,1607
C022_42633,Emerald,0.39,G,SI1,EGL,Excellent,,,,,,Excellent,Excellent,4.75 x 3.85 x 2.45 mm,1253
BG995-14_220,Emerald,0.4,F,VVS1,GIA,Fair,Faint,None,65.4,59.0,Slightly Thick to Thick,Excellent,Excellent,5.08 x 3.68 x 2.41 mm,1925
C060_42633,Emerald,0.4,H,VS1,EGL,Excellent,,,,,,Excellent,Excellent,5.03 x 3.30 x 2.35 mm,1547
175870_19235,Emerald,0.63,E,SI2,GIA,Excellent,None,,63.2,63.0,Slightly Thick to Thick,Very Good,Good,6.06 x 4.28 x 2.71 mm,1574
23653_29708,Emerald,0.53,F,VVS2,GIA,Excellent,Faint,None Pointed,67.2,64.0,Thick to Very Thick,Excellent,Very Good,5.30 x 3.91 x 2.62 mm,1984
23683_29708,Emerald,0.46,I,VS1,GIA,Excellent,Faint,None Pointed,63.2,65.0,Medium to Slightly Thick,Excellent,Very Good,5.21 x 3.78 x 2.39 mm,1421
25692_29708,Emerald,0.32,J,VVS1,GIA,Excellent,None,None Pointed,68.4,70.0,Slightly Thick to Very Thick,Very Good,Very Good,4.45 x 3.31 x 2.26 mm,649
IU-65_2760,Emerald,0.71,J,SI1,GIA,Fair,Faint,None,66.6,62.0,,Excellent,Very Good,6.18 x 4.18 x 2.79 mm,1183
24772_29708,Emerald,0.5,G,VS1,GIA,Excellent,Faint,None Pointed,67.1,59.0,Thick to Very Thick,Excellent,Good,5.28 x 3.84 x 2.58 mm,1775
4-1727734/01_67680,Emerald,0.5,I,VS1,GIA,Excellent,Faint,,68.2,67.0,Medium to Thick,Excellent,Good,5.49 x 3.70 x 2.52 mm,1564
BT75009_23617,Asscher,1.0,F,SI2,GIA,Excellent,None,,66.1,76.0,Slightly Thick to Very Thick,Excellent,Excellent,5.68 x 5.51 x 3.64 mm,7736
25739_29708,Asscher,0.5,G,VVS2,GIA,Excellent,None,None Pointed,67.2,61.0,Medium to Thick,Very Good,Very Good,4.37 x 4.35 x 2.92 mm,1871
367006_75503,Asscher,1.13,K,SI2,GIA,Excellent,None,,72.1,66.0,Slightly Thick to Thick,Very Good,Very Good,5.66 x 5.51 x 3.97 mm,3782
8070_84320,Asscher,0.47,F,VVS2,GIA,Excellent,None,,65.5,62.0,Thick to Thick,Excellent,Very Good,4.33 x 4.28 x 2.80 mm,2670
D821A36_27853,Asscher,1.1,H,VS1,EGL,Excellent,,,70.5,67.0,,Excellent,Excellent,5.59 x 5.36 x 3.78 mm,6230
BL54-3_13198,Asscher,1.12,J,IF,GIA,Excellent,Faint,,62.8,68.0,Medium to Slightly Thick,Excellent,Excellent,6.06 x 5.83 x 3.66 mm,7207
A485-9_13198,Asscher,1.13,I,SI2,GIA,Excellent,None,,63.9,65.0,Thick to Thick,Excellent,Very Good,6.08 x 5.80 x 3.71 mm,6644
64105_32541,Asscher,1.01,I,VVS2,GIA,Excellent,Faint,,68.9,64.0,Slightly Thick to Thick,Excellent,Excellent,5.48 x 5.41 x 3.73 mm,5265
208492_116297,Asscher,1.5,J,VS1,GIA,Excellent,None,,70.4,67.0,Very Thick to Very Thick,Excellent,Excellent,6.12 x 6.06 x 4.26 mm,10134
14985_29708,Asscher,1.2,D,VS1,GIA,Excellent,Faint,None Pointed,67.5,63.0,Medium to Slightly Thick,Excellent,Very Good,5.85 x 5.82 x 3.93 mm,14519
AS12009_30614,Asscher,1.2,F,VS1,GIA,Excellent,None,,69.7,67.0,Thick to Very Thick,Excellent,Very Good,5.72 x 5.54 x 3.87 mm,12996
BG482-4_13198,Asscher,0.51,E,VVS2,GIA,Excellent,None,,62.2,71.0,Medium to Thick,Good,Good,4.71 x 4.53 x 2.82 mm,2206
203812_19264,Asscher,0.91,H,VVS2,GIA,Very Good,None,None,70.6,64.0,Very Thick to Very Thick,Excellent,Excellent,5.1 x 5.09 x 3.59 mm,4569
ASH39_19133,Asscher,1.2,H,SI1,GIA,Excellent,Strong,,69.6,65.0,Slightly Thick to Very Thick,Excellent,Very Good,5.74 x 5.68 x 3.95 mm,7762
BL50-15_13198,Asscher,0.62,D,IF,GIA,Excellent,None,,58.0,71.0,Thin to Slightly Thick,Excellent,Very Good,5.26 x 5.09 x 2.95 mm,3545
PK2122-355_54505,Asscher,1.13,J,VS1,GIA,Fair,Medium,NONE,66.9,61.0,Medium to Slightly Thick,Excellent,Very Good,5.85x5.7x3.82 mm,6365
27186_29708,Asscher,1.2,E,VS1,GIA,Excellent,Faint,None Pointed,71.9,66.0,Slightly Thick to Thick,Excellent,Excellent,5.73 x 5.72 x 4.11 mm,12276
A725-8_13198,Asscher,1.67,K,VVS1,GIA,Excellent,Faint,,62.3,70.0,Thick to Thick,Very Good,Good,7.01 x 6.82 x 4.25 mm,14399
25797_285,Asscher,0.9,F,VS1,GIA,Fair,None,None,65.2,66.0,,Excellent,Very Good,5.32 x 5.23 x 3.41 mm,6259
GD622A16_27853,Asscher,1.53,H,VS2,GIA,Excellent,Strong,,70.7,65.0,Thick to Very Thick,Excellent,Excellent,6.15 x 6.12 x 4.33 mm,14440
GL/RD1-9-12_14255,Asscher,1.01,H,VS2,GIA,Excellent,None,,68.9,57.0,Slightly Thick to Thick,Excellent,Very Good,5.60 x 5.52 x 3.80 mm,8670
AJR-06571_61524,Asscher,0.51,E,VS2,GIA,Excellent,None,,65.5,64.0,Slightly Thick to Thick,Excellent,Very Good,4.46 x 4.39 x 2.88 mm,2659
ASH41_19133,Asscher,1.2,H,VS2,GIA,Excellent,Strong,,69.4,61.0,Thick to Very Thick,Excellent,Very Good,5.76 x 5.74 x 3.99 mm,9313
AC01004_13865,Asscher,1.5,H,SI2,GIA,Excellent,,,68.1,70.0,Thick to Thick,Excellent,Very Good,6.46 x 6.34 x 4.32 mm,14195
63503_32541,Asscher,0.7,D,VS2,GIA,Excellent,Medium,,67.9,63.0,Slightly Thick to Thick,Excellent,Very Good,4.87 x 4.79 x 3.26 mm,3176
47204_37711,Asscher,1.2,H,VS2,GIA,Excellent,None,,71.8,66.0,Slightly Thick to Very Thick,Excellent,Excellent,5.80 x 5.62 x 4.03 mm,10723
DDM105AM_12098,Asscher,0.96,G,VS1,GIA,Excellent,None,,70.1,60.0,Very Thick to Very Thick,Excellent,Excellent,5.41 x 5.41 x 3.79 mm,9624
BG965-17_13198,Asscher,0.9,H,VVS2,GIA,Excellent,Faint,,69.7,65.0,Medium to Thick,Excellent,Very Good,5.32 x 5.17 x 3.61 mm,6275
AS15358612_23514,Asscher,0.94,E,VS1,GIA,Excellent,None,,70.1,63.0,,Very Good,Good,5.34 x 5.32 x 70.10 mm,9213
AGJ345931_115090,Asscher,1.62,I,VVS2,GIA,Excellent,Strong,,65.9,63.0,Slightly Thick to Thick,Excellent,Excellent,6.43 x 6.38 x 4.20 mm,12541
S7304_77451,Asscher,0.82,F,VVS2,GIA,Excellent,None,,68.2,69.0,Slightly Thick to Thick,Good,Good,5.23 x 5.16 x 3.52 mm,5066
27162_29708,Asscher,1.0,I,VS2,GIA,Excellent,None,None Pointed,69.2,67.0,Very Thick to Very Thick,Excellent,Very Good,5.49 x 5.42 x 3.75 mm,5870
BG597-2_13198,Asscher,1.13,J,VS1,GIA,Excellent,None,,69.3,70.0,Thick to Thick,Very Good,Excellent,5.61 x 5.58 x 3.86 mm,6656
GIA 8719_12794,Asscher,0.75,D,VVS2,GIA,Excellent,Medium,,70.1,64.0,Slightly Thick to Very Thick,Excellent,Excellent,4.82 x 4.76 x 3.33 mm,4779
2477_29708,Asscher,1.2,E,VS1,GIA,Excellent,Faint,None Pointed,68.9,70.0,Thick to Thick,Excellent,Very Good,5.89 x 5.85 x 4.03 mm,13266
S-731112_6744,Asscher,1.01,H,IF,GIA,Excellent,,,69.4,58.0,,Good,Good,,9631
E/13318_111413,Asscher,1.09,I,VS2,GIA,Excellent,None,,61.0,74.0,Medium to Thick,Good,Good,6.05 x 5.77 x 3.52 mm,7712
821A9_27853,Asscher,1.21,I,VVS1,EGL,Excellent,None,,70.1,65.0,Slightly Thick to Thick,Excellent,Excellent,5.71 x 5.71 x 4.00 mm,6717
5S093_109001,Asscher,1.2,F,VS1,GIA,Excellent,None,,72.2,67.0,Thick to Very Thick,Excellent,Very Good,5.64 x 5.57 x 4.02 mm,10026
22942_29708,Asscher,1.2,E,VS2,GIA,Excellent,None,None Pointed,68.2,64.0,Thick to Thick,Excellent,Excellent,5.80 x 5.76 x 3.93 mm,12474
BS-8766_68771,Asscher,0.9,I,VS1,GIA,Excellent,None,,70.2,64.0,Medium to Very Thick,Very Good,Very Good,5.22 x 5.08 x 3.57 mm,3563
BN-87_13198,Asscher,0.7,H,VS1,GIA,Excellent,None,,61.8,65.0,Slightly Thick to Thick,Excellent,Very Good,5.02 x 5.01 x 3.10 mm,3596
AF704_71136,Asscher,0.9,G,SI1,GIA,Excellent,None,,61.2,73.0,,Good,Very Good,5.75 x 5.57 x 3.41 mm,6823
4014_50227,Asscher,1.01,G,VVS2,GIA,Excellent,Faint,,66.5,61.0,Slightly Thick to Thick,Excellent,Excellent,5.59 x 5.53 x 3.68 mm,9496
BN-5018_68771,Asscher,0.91,I,VS1,IGI,Excellent,None,,76.2,64.0,Medium to Medium,Very Good,Very Good,5.18 x 4.95 x 3.77 mm,2963
D821A9_27853,Asscher,1.21,I,VS1,EGL,Excellent,,,70.1,65.0,Slightly Thick to Thick,Excellent,Excellent,5.71 x 5.71 x 4.00 mm,6556
BN287-11_13198,Asscher,0.7,I,VVS2,GIA,Excellent,Faint,,67.5,65.0,Thick to Thick,Excellent,Excellent,4.91 x 4.82 x 3.25 mm,3167
BN-5929_68771,Asscher,1.0,I,VS2,IGI,Very Good,VSL,,75.1,64.0,Slightly Thick to Slightly Thick,Very Good,Good,5.35 x 5.23 x 3.93 mm,4841
8781_75565,Asscher,1.0,E,VVS2,GIA,Excellent,None,,66.6,74.0,Thin to Thick,Good,Good,5.64 x 5.51 x 3.67 mm,10767
BN-4637_68771,Asscher,1.51,I,VS1,IGI,Excellent,None,,73.2,65.0,Slightly Thick to Thick,Very Good,Very Good,6.09 x 6.08 x 4.45 mm,12795
Z596-8_220,Asscher,1.01,K,VS1,GIA,Fair,None,None,66.7,63.0,Medium to Slightly Thick,Very Good,Very Good,5.64 x 5.56 x 3.71 mm,5077
8973_46913,Asscher,1.0,K,SI2,GIA,Excellent,None,,67.0,74.0,Thin to Thick,Very Good,Very Good,5.55 x 5.51 x 3.69 mm,4196
24550_29708,Asscher,1.2,F,VS2,GIA,Excellent,None,None Pointed,71.1,64.0,Slightly Thick to Thick,Excellent,Very Good,5.77 x 5.72 x 4.06 mm,11443
27966_29708,Asscher,0.9,G,VVS2,GIA,Excellent,None,None Pointed,68.0,64.0,Thick to Thick,Excellent,Excellent,5.32 x 5.21 x 3.54 mm,6163
WP-268_43714,Asscher,1.51,J,VS2,GIA,Excellent,None,,66.5,63.0,Slightly Thick to Thick,Excellent,Excellent,6.60 x 6.42 x 4.26 mm,12827
25773_29708,Asscher,0.91,K,VVS2,GIA,Excellent,None,None Pointed,66.2,65.0,Thick to Thick,Excellent,Very Good,5.43 x 5.34 x 3.53 mm,3793
25752_285,Asscher,0.51,D,VS2,GIA,Fair,None,None,66.3,65.0,Slightly Thick to Thick,Excellent,Very Good,4.43 x 4.32 x 2.87 mm,1943
190-7043 103-1438_74026,Asscher,1.03,H,VVS2,GIA,Excellent,None,,77.4,63.0,Thick to Very Thick,Excellent,Very Good,5.41 x 5.17 x 4.00 mm,6061
A652-11_220,Asscher,1.02,J,VS2,GIA,Good,None,None,64.0,64.0,,Very Good,Very Good,5.74 x 5.72 x 3.66 mm,6059
2141509371_23514,Asscher,0.8,H,VS1,GIA,Excellent,None,,69.6,77.0,,Very Good,Good,5.27 x 5.20 x 69.60 mm,6809
GL/RR3-1-6-12_14255,Asscher,1.01,H,VVS1,GIA,Excellent,None,,66.8,61.0,Medium to Slightly Thick,Excellent,Excellent,5.69 x 5.66 x 3.78 mm,9625
Y410_13198,Asscher,1.15,F,VS1,GIA,Excellent,None,,67.3,63.0,Thick to Very Thick,Very Good,Excellent,5.88 x 5.83 x 3.93 mm,12632
S5639_77451,Asscher,1.0,E,SI1,GIA,Excellent,Medium,,66.5,67.0,Thick to Very Thick,Excellent,Very Good,5.51 x 5.44 x 3.62 mm,7290
49598_37711,Asscher,1.5,J,SI1,GIA,Excellent,None,,73.4,66.0,Very Thick to Very Thick,Excellent,Excellent,6.00 x 5.91 x 4.34 mm,9817
27441_29708,Asscher,0.7,D,VS1,GIA,Excellent,Faint,None Pointed,63.4,68.0,Thin to Slightly Thick,Excellent,Very Good,5.10 x 5.00 x 3.17 mm,4268
ASH-17611_30838,Asscher,1.04,K,VS2,GIA,Excellent,Strong,,70.0,65.0,Thick to Very Thick,Good,Very Good,5.51 x 5.50 x 3.85 mm,3783
24078_66819,Asscher,1.5,H,SI1,GIA,Excellent,None,,69.8,64.0,Thick to Very Thick,Excellent,Excellent,6.32 x 6.14 x 4.29 mm,13151
